瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),刘扁拘(hPa),捞浇痢柯档(∑C),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),矫沥(10m),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
159,何魂,2019-01-05 08:00,3.6,,2.9,110,53,4.2,-5.1,1014.4,1023.1,0,0,,10,407,,2.8
159,何魂,2019-01-05 09:00,4.3,,2.8,320,49,4.1,-5.4,1015.4,1024.1,0,.28,,9,453,,5.5
159,何魂,2019-01-05 10:00,4.9,,2.9,140,46,4,-5.7,1015.7,1024.4,.1,.57,,9,462,,7.4
159,何魂,2019-01-05 11:00,6,,2.4,320,37,3.5,-7.6,1015.5,1024.1,.4,1.1,,9,585,,11.7
159,何魂,2019-01-05 12:00,8,,3.3,360,33,3.5,-7.3,1014.6,1023.1,1,1.92,,8,635,,21.1
159,何魂,2019-01-05 13:00,8.5,,2.5,160,30,3.3,-8.1,1013.7,1022.2,.9,1.46,,6,716,,19
159,何魂,2019-01-05 14:00,8.8,,4.3,290,30,3.4,-7.8,1012.9,1021.4,1,1.81,,0,653,,18.3
159,何魂,2019-01-05 15:00,10.5,,4,290,18,2.3,-12.8,1013,1021.5,1,1.57,,0,1341,,16.9
159,何魂,2019-01-05 16:00,9.8,,3.5,340,18,2.2,-13.4,1013.2,1021.7,1,1.09,,0,1370,,8.8
159,何魂,2019-01-05 17:00,8.6,,2.8,290,19,2.1,-13.7,1013.5,1022,1,.44,,0,1451,,5.4
159,何魂,2019-01-05 18:00,6.8,,2.1,340,18,1.8,-15.9,1013.9,1022.5,0,.01,,0,1867,,2.5
159,何魂,2019-01-05 19:00,6.3,,5.6,340,19,1.8,-15.6,1014.3,1022.9,,,,0,1461,,2.5
159,何魂,2019-01-05 20:00,5.9,,4.9,340,17,1.6,-17.3,1014.8,1023.4,,,,0,1831,,2.1
159,何魂,2019-01-05 21:00,4.9,,3.5,360,18,1.6,-17.5,1015.2,1023.9,,,,0,1890,,1.3
159,何魂,2019-01-05 22:00,3.7,,1.3,360,20,1.6,-17.2,1015.2,1023.9,,,,0,1678,,-1.5
159,何魂,2019-01-05 23:00,2.9,,.6,50,21,1.6,-17.3,1015.5,1024.2,,,,0,1526,,-1.6
159,何魂,2019-01-06 00:00,2.2,,1,320,24,1.7,-16.3,1015.6,1024.4,,,,0,1435,,-2.3
159,何魂,2019-01-06 01:00,2.2,,.9,160,28,2,-14.4,1015.3,1024.1,,,,0,1347,,-2.1
159,何魂,2019-01-06 02:00,1.9,,1.1,180,31,2.2,-13.4,1015.9,1024.7,,,,5,1340,,-1.6
159,何魂,2019-01-06 03:00,2,,.8,230,34,2.4,-12.2,1016.4,1025.2,,,,8,1515,,-.6
159,何魂,2019-01-06 04:00,2,,1.2,320,35,2.5,-11.8,1016.1,1024.9,,,,8,1543,,-.4
159,何魂,2019-01-06 05:00,1.9,,1.4,340,37,2.6,-11.2,1016.2,1025,,,,9,1472,,.4
159,何魂,2019-01-06 06:00,1.8,,.6,270,38,2.6,-11,1016.2,1025,,,,9,1712,,.5
159,何魂,2019-01-06 07:00,1.4,,.9,290,43,2.9,-9.8,1016.3,1025.1,,,,5,1779,,-1.3
159,何魂,2019-01-06 08:00,1.4,,1.2,340,40,2.7,-10.7,1016.6,1025.4,0,.02,,8,1711,,-.1
159,何魂,2019-01-06 09:00,2.6,,.8,250,39,2.9,-9.9,1017.3,1026.1,0,.24,,9,1872,,2.5
159,何魂,2019-01-06 10:00,3.8,,.5,290,40,3.2,-8.5,1017.8,1026.5,.1,.47,,8,1829,,5.5
159,何魂,2019-01-06 11:00,7.3,,1.1,180,35,3.6,-7.1,1017.5,1026.1,1,1.31,,0,1487,,12.8
159,何魂,2019-01-06 12:00,6.3,,3.5,340,36,3.4,-7.7,1017,1025.6,1,1.88,,0,1632,,17.2
159,何魂,2019-01-06 13:00,9.2,,2.5,290,35,4.1,-5.4,1016.2,1024.7,1,2.06,,0,1844,,22
159,何魂,2019-01-06 14:00,9.4,,2.4,340,34,4,-5.7,1015.6,1024.1,1,1.95,,0,1801,,21.4
159,何魂,2019-01-06 15:00,9.7,,2.8,290,31,3.7,-6.6,1015.5,1024,1,1.59,,0,1943,,18.1
159,何魂,2019-01-06 16:00,9.5,,2.8,290,27,3.2,-8.6,1016.2,1024.7,1,1.11,,0,1967,,9
159,何魂,2019-01-06 17:00,7.6,,2.9,340,25,2.6,-11.2,1015.8,1024.4,1,.44,,0,2000,,5.3
159,何魂,2019-01-06 18:00,6,,4.1,340,24,2.3,-13,1016.5,1025.1,0,.01,,0,2000,,3.2
159,何魂,2019-01-06 19:00,6,,5.1,340,23,2.1,-13.6,1016.8,1025.4,,,,0,2000,,2.9
159,何魂,2019-01-06 20:00,5.6,,3.4,340,25,2.3,-12.9,1017.3,1026,,,,6,2000,,2.1
159,何魂,2019-01-06 21:00,4.3,,4.2,360,21,1.7,-16.1,1017.5,1026.2,,,,0,2000,,.7
159,何魂,2019-01-06 22:00,3.8,,3.2,360,19,1.5,-17.7,1017.4,1026.1,,,,0,2000,,.2
159,何魂,2019-01-06 23:00,3,,2,290,21,1.6,-17.2,1017.1,1025.8,,,,6,2000,,.4
159,何魂,2019-01-07 00:00,2.7,,4.4,340,21,1.6,-17.5,1017.5,1026.3,,,,8,2000,,.6
159,何魂,2019-01-07 01:00,2.1,,6.1,320,22,1.6,-17.4,1017.6,1026.4,,,,0,2000,,.4
159,何魂,2019-01-07 02:00,1.9,,5.2,320,22,1.5,-17.6,1017.8,1026.6,,,,0,2000,,-.4
159,何魂,2019-01-07 03:00,1.3,,4,320,24,1.6,-17.1,1017.7,1026.5,,,,0,2000,,-.8
159,何魂,2019-01-07 04:00,.8,,2.9,290,25,1.6,-17,1017.3,1026.1,,,,0,2000,,-1.6
159,何魂,2019-01-07 05:00,1.2,,4.3,320,24,1.6,-17.1,1017.3,1026.1,,,,0,2000,,-1.5
159,何魂,2019-01-07 06:00,1.1,,4.3,320,23,1.5,-17.7,1017.4,1026.2,,,,0,2000,,-1.5
159,何魂,2019-01-07 07:00,1,,4.4,320,24,1.6,-17.3,1017.4,1026.2,,,,0,2000,,-1.6
159,何魂,2019-01-07 08:00,1.2,,3.7,290,23,1.5,-17.6,1017.8,1026.6,.3,.03,,4,2000,,-1.9
159,何魂,2019-01-07 09:00,3.3,,1.6,200,19,1.5,-18.1,1018,1026.7,1,.42,,2,2000,,1.6
159,何魂,2019-01-07 10:00,4.7,,2.8,250,17,1.5,-18.3,1018.5,1027.2,1,1.03,,2,2000,,9.2
159,何魂,2019-01-07 11:00,5.5,,2,230,18,1.6,-17,1018.2,1026.9,1,1.49,,0,1925,,13.7
159,何魂,2019-01-07 12:00,7.1,,2.7,160,16,1.6,-17,1016.9,1025.5,1,1.82,,0,2000,,18.6
159,何魂,2019-01-07 13:00,7.5,,2.8,180,17,1.8,-16,1016,1024.6,1,1.86,,0,1806,,19.2
159,何魂,2019-01-07 14:00,7.7,,4.6,270,18,1.9,-15.1,1016.2,1024.8,1,1.8,,0,847,,18.6
159,何魂,2019-01-07 15:00,9.1,,2.3,250,18,2.1,-14,1015.5,1024,1,1.48,,0,927,,18.3
159,何魂,2019-01-07 16:00,8.5,,3.9,270,18,2,-14.5,1016.6,1025.1,1,1.03,,3,1329,,9.2
159,何魂,2019-01-07 17:00,6.8,,3.4,320,21,2.1,-14,1016.3,1024.9,1,.4,,5,1441,,5.3
159,何魂,2019-01-07 18:00,5.8,,3.3,340,23,2.1,-13.7,1015.9,1024.5,0,.02,,6,1420,,2.4
159,何魂,2019-01-07 19:00,5.4,,2.6,160,26,2.3,-12.6,1016,1024.7,,,,8,1546,,2.9
159,何魂,2019-01-07 20:00,4.9,,1.8,20,26,2.3,-13,1016.4,1025.1,,,,7,1765,,1.4
159,何魂,2019-01-07 21:00,4.4,,2.3,20,28,2.3,-12.5,1016.2,1024.9,,,,7,1879,,1.7
159,何魂,2019-01-07 22:00,4.4,,1.8,50,27,2.3,-13,1016.3,1025,,,,7,1914,,1.2
159,何魂,2019-01-07 23:00,3.6,,3.2,360,29,2.3,-12.8,1016.1,1024.8,,,,8,1893,,1.2
159,何魂,2019-01-08 00:00,3.3,,2.7,340,31,2.4,-12.2,1016.3,1025,,,,8,1703,,1
159,何魂,2019-01-08 01:00,2.6,,2.2,340,35,2.6,-11.3,1016,1024.7,,,,8,1488,,.2
159,何魂,2019-01-08 02:00,2.4,,3.5,340,36,2.6,-11.1,1016.2,1025,,,,6,1453,,-.7
159,何魂,2019-01-08 03:00,2.1,,4.9,360,38,2.7,-10.7,1015.9,1024.7,,,,6,1324,,-.2
159,何魂,2019-01-08 04:00,2.1,,3.7,340,38,2.7,-10.7,1015.8,1024.6,,,,7,1303,,-.9
159,何魂,2019-01-08 05:00,1.7,,2.8,320,43,3,-9.5,1015.7,1024.5,,,,7,1149,,-1.4
159,何魂,2019-01-08 06:00,1.7,,3.5,270,45,3.1,-8.9,1015.8,1024.6,,,,7,1029,,-.3
159,何魂,2019-01-08 07:00,1.6,,2.7,270,45,3.1,-9,1016.3,1025.1,,,,8,1028,,-.8
159,何魂,2019-01-08 08:00,1.3,,3.4,290,49,3.3,-8.2,1016.6,1025.4,.1,.03,,7,956,,-.6
159,何魂,2019-01-08 09:00,2,,4.1,290,48,3.4,-7.8,1016.8,1025.6,.6,.38,,0,871,,1.4
159,何魂,2019-01-08 10:00,3.5,,3.4,270,45,3.5,-7.3,1017.1,1025.8,1,1.05,,0,822,,6.3
159,何魂,2019-01-08 11:00,5.3,,2.9,340,36,3.2,-8.5,1016.4,1025.1,1,1.56,,0,969,,12.3
159,何魂,2019-01-08 12:00,5.6,,4.1,270,33,3,-9.4,1015.5,1024.2,1,1.9,,0,1212,,15.9
159,何魂,2019-01-08 13:00,7.3,,2.3,50,30,3.1,-9.1,1014.5,1023.1,1,2.04,,0,1607,,19.6
159,何魂,2019-01-08 14:00,7.8,,3.2,20,27,2.9,-10,1013.9,1022.5,1,1.96,,0,1525,,19.6
159,何魂,2019-01-08 15:00,7.6,,3.3,320,28,2.9,-9.7,1014,1022.6,1,1.44,,7,1402,,15.2
159,何魂,2019-01-08 16:00,7.4,,2.4,340,30,3.1,-9,1014.1,1022.7,1,1.04,,6,1282,,9.2
159,何魂,2019-01-08 17:00,6.5,,2.4,340,31,3,-9.4,1014.3,1022.9,1,.48,,6,1544,,5.5
159,何魂,2019-01-08 18:00,5.5,,3.5,290,32,2.9,-9.9,1014.9,1023.6,.1,.02,,6,1561,,3.4
159,何魂,2019-01-08 19:00,4.5,,1.9,320,31,2.6,-11.2,1015.9,1024.6,,,,3,2000,,1.9
159,何魂,2019-01-08 20:00,3.1,,2,320,31,2.4,-12.4,1017,1025.7,,,,0,2000,,.4
159,何魂,2019-01-08 21:00,1.7,,4.2,340,28,1.9,-14.9,1018,1026.8,,,,0,2000,,-.4
159,何魂,2019-01-08 22:00,.3,,3.7,340,27,1.7,-16.5,1018.7,1027.6,,,,0,2000,,-1.6
159,何魂,2019-01-08 23:00,-.2,,3.3,360,30,1.8,-15.7,1019.3,1028.2,,,,2,2000,,-1.9
159,何魂,2019-01-09 00:00,-.7,,2.4,20,32,1.9,-15.3,1019.7,1028.6,,,,3,2000,,-2.5
159,何魂,2019-01-09 01:00,-.9,,1.7,360,32,1.8,-15.5,1020.8,1029.7,,,,10,2000,,-2.2
159,何魂,2019-01-09 02:00,-.9,,1.9,360,35,2,-14.4,1021.4,1030.3,,,,9,2000,,-2.3
159,何魂,2019-01-09 03:00,-1.2,,4.6,340,36,2,-14.4,1021.2,1030.1,,,,9,2000,,-1.4
159,何魂,2019-01-09 04:00,-1.6,,4.5,340,38,2.1,-14,1022.2,1031.1,,,,9,2000,,-1.9
159,何魂,2019-01-09 05:00,-1.9,,3.6,340,36,1.9,-15,1023,1032,,,,9,2000,,-2.7
159,何魂,2019-01-09 06:00,-2.3,,3,340,36,1.9,-15.3,1023.2,1032.2,,,,8,2000,,-2.3
159,何魂,2019-01-09 07:00,-2.6,,2.8,320,36,1.8,-15.6,1023.8,1032.8,,,,7,2000,,-2.5
159,何魂,2019-01-09 08:00,-1.9,,.9,360,39,2.1,-14,1023.3,1032.3,.1,.03,,7,2000,,-2.6
159,何魂,2019-01-09 09:00,-.1,,1.4,320,37,2.3,-13,1023.3,1032.2,.9,.48,,7,2000,,1
159,何魂,2019-01-09 10:00,2.6,,2.7,70,37,2.7,-10.6,1023.7,1032.5,1,1.05,,3,1983,,5.8
159,何魂,2019-01-09 11:00,5.4,,2.1,70,36,3.2,-8.5,1023.1,1031.8,1,1.58,,0,1954,,12.7
159,何魂,2019-01-09 12:00,6.9,,2.6,20,35,3.5,-7.5,1022.7,1031.4,1,1.99,,1,2000,,18.4
159,何魂,2019-01-09 13:00,4.8,,3.5,340,33,2.8,-10.1,1022.1,1030.8,.9,1.84,,7,1988,,15.5
159,何魂,2019-01-09 14:00,4.8,,4.1,340,33,2.8,-10.1,1021.6,1030.3,.1,1.17,,8,1895,,13.5
159,何魂,2019-01-09 15:00,5.3,,2.8,340,33,2.9,-9.7,1021.2,1029.9,.5,1.15,,8,2000,,11.4
159,何魂,2019-01-09 16:00,4.7,,2.8,340,35,3,-9.4,1021.4,1030.1,.5,.56,,7,2000,,7
159,何魂,2019-01-09 17:00,4.7,,2.3,340,37,3.2,-8.7,1021.1,1029.8,.5,.35,,4,2000,,4.4
159,何魂,2019-01-09 18:00,3.4,,2.2,340,36,2.8,-10.2,1020.8,1029.6,.1,.02,,3,2000,,1.7
159,何魂,2019-01-09 19:00,3.1,,1.2,340,39,3,-9.5,1021.1,1029.9,,,,7,2000,,1.4
159,何魂,2019-01-09 20:00,3.4,,1.6,360,38,3,-9.6,1020.4,1029.2,,,,10,2000,,1.8
159,何魂,2019-01-09 21:00,3.2,,.8,360,41,3.1,-8.8,1019.9,1028.7,,,,0,2000,,.1
159,何魂,2019-01-09 22:00,3.4,,3.6,360,37,2.9,-9.9,1019.5,1028.2,,,,8,2000,,.4
159,何魂,2019-01-09 23:00,3.2,,4.8,340,37,2.8,-10.1,1019.4,1028.2,,,,7,2000,,.8
159,何魂,2019-01-10 00:00,3.4,,6,340,40,3.1,-8.9,1018.3,1027,,,,6,2000,,2
159,何魂,2019-01-10 01:00,3.5,,5.3,340,40,3.1,-8.8,1017.2,1025.9,,,,8,2000,,1.9
